"Id","SalePrice"
1706,415237.186929258
1707,201360.046940831
1708,197269.981471537
1709,268809.490439937
1710,218992.004545829
1711,255709.729646973
1712,261281.176539226
1713,264904.323576332
1714,218075.547528781
1715,202266.026784421
1716,184260.929483962
1717,173500.933036997
1718,138507.915540661
1719,205237.421250283
1720,241799.056855483
1721,164164.894130719
1722,125589.960208861
1723,153464.110325048
1724,212829.757999457
1725,236958.144893627
1726,182873.920971125
1727,158638.548810499
1728,181110.657542993
1729,169401.510574384
1730,164840.201734963
1731,123276.589789283
1732,126191.358697023
1733,118593.893511069
1734,121958.430295378
1735,130951.651673696
1736,114687.835915557
1737,350097.399656768
1738,230212.864092772
1739,282057.243264298
1740,216955.618955804
1741,190091.752040533
1742,174579.072011093
1743,179891.521955609
1744,308062.569126632
1745,219673.083073005
1746,201672.73187726
1747,223983.911795273
1748,224193.015261234
1749,145218.412866656
1750,131540.376329159
1751,248557.303849963
1752,123762.048520158
1753,147085.453703343
1754,194223.961600722
1755,166681.039539992
1756,126322.963450891
1757,121468.976317842
1758,142526.099234217
1759,169011.2386457
1760,163139.162761673
1761,153181.067162
1762,178619.638292187
1763,177025.780970167
1764,116206.613144042
1765,162841.447307275
1766,180483.414930232
1767,233884.079786645
1768,141004.101258237
1769,176435.856764773
1770,152272.889521434
1771,125828.087745215
1772,137422.404186846
1773,127632.451726428
1774,147213.61568905
1775,141187.00368083
1776,120133.333616299
1777,114627.524672162
1778,142786.306976536
1779,114252.232175328
1780,178524.709929814
1781,127752.855222492
1782,93004.6028151928
1783,137818.228184504
1784,102838.649118347
1785,123412.536144835
1786,158626.975921386
1787,167765.130877485
1788,64741.1675912754
1789,104465.899095412
1790,82370.2824652331
1791,188491.199896879
1792,156933.772901576
1793,138669.803783521
1794,157251.170713924
1795,139261.204072933
1796,123630.919662454
1797,108475.170295703
1798,123599.516800961
1799,114041.92088365
1800,124884.415443066
1801,125186.015187859
1802,134943.071789333
1803,151375.876289451
1804,145614.395735247
1805,140186.901217797
1806,129883.753097801
1807,131064.144305509
1808,127395.061023626
1809,114309.806082267
1810,139258.185727885
1811,88130.929812008
1812,95612.9120246759
1813,125088.76119822
1814,99393.3379041526
1815,59556.5796927647
1816,102778.499838583
1817,109277.106246767
1818,142287.530727385
1819,126866.019099164
1820,64606.7358942995
1821,112818.745010718
1822,149604.463892824
1823,49049.1668476351
1824,132769.088342298
1825,129219.286710824
1826,98888.2230221326
1827,98973.0373826364
1828,132517.144168468
1829,116532.631799622
1830,143556.809262079
1831,161733.217861268
1832,86541.5986551715
1833,136893.291701135
1834,122093.31447573
1835,130803.963115044
1836,132941.30524878
1837,96067.3515228507
1838,125533.949587231
1839,94244.9258068471
1840,144653.798661826
1841,145969.645815746
1842,89575.635044789
1843,129095.796634076
1844,130685.521950719
1845,140103.044961791
1846,149132.580229592
1847,155886.381027849
1848,56726.6372327753
1849,117619.324572381
1850,125968.76646987
1851,162621.538192594
1852,126986.935121698
1853,131317.015880971
1854,175722.549187219
1855,155742.228443895
1856,221457.328601881
1857,158025.566129603
1858,135372.077392659
1859,119531.624972992
1860,150572.920906963
1861,118987.255867158
1862,303079.316865734
1863,289642.346767949
1864,289949.343097636
1865,334395.021439642
1866,322132.300763187
1867,228853.983970598
1868,303247.371199362
1869,204990.55478924
1870,231363.012522866
1871,235879.251049405
1872,172882.897043422
1873,245718.088155513
1874,149164.537096635
1875,200324.041773965
1876,191750.255593543
1877,210612.492920964
1878,193185.214801398
1879,131092.41809787
1880,138209.597542933
1881,243372.413809517
1882,254310.541001398
1883,188147.272991941
1884,209261.994072047
1885,248927.602905
1886,286552.392749514
1887,208997.976482762
1888,278224.801239639
1889,169786.200271618
1890,121668.922086445
1891,127576.079336425
1892,111094.497533777
1893,137624.021626495
1894,126415.2588076
1895,147334.948960527
1896,128800.175906298
1897,120157.4855879
1898,114188.567255433
1899,143405.538636107
1900,140096.051758226
1901,167228.642933998
1902,137459.571115463
1903,212769.155922213
1904,131092.324746498
1905,183374.968494975
1906,134268.30903341
1907,198067.141499295
1908,111211.629521063
1909,136283.766863295
1910,120029.821396753
1911,201752.786913143
1912,326109.208118803
1913,136433.381586371
1914,63921.978439052
1915,291916.718879288
1916,71884.7511665091
1917,262559.761544963
1918,139570.087422835
1919,170518.693245824
1920,156431.089351147
1921,397475.022000444
1922,311656.632744998
1923,233236.875208195
1924,232480.604016397
1925,203423.583866397
1926,385952.716520347
1927,137437.492680098
1928,158997.286469938
1929,128268.705646648
1930,127232.74849761
1931,143883.621971219
1932,139778.339079202
1933,170522.780782688
1934,183518.711421289
1935,170427.050899948
1936,181146.794231845
1937,178721.090701904
1938,168825.934592197
1939,245064.77616561
1940,182011.881348485
1941,170169.006589309
1942,192784.876816627
1943,200786.22493431
1944,320763.482312742
1945,351677.745313799
1946,152462.65186006
1947,279048.322349884
1948,173923.505816067
1949,235345.469081036
1950,187996.34688614
1951,265305.605417492
1952,223437.323922516
1953,172790.268723302
1954,197721.991551265
1955,136652.750408232
1956,334742.305408742
1957,158532.695277793
1958,323509.173764804
1959,142501.504379314
1960,113705.253044525
1961,121077.540634254
1962,98322.4493397492
1963,103292.739467011
1964,106888.895533586
1965,146357.127714013
1966,142921.588063926
1967,282868.350591567
1968,408479.952107883
1969,362951.24356237
1970,410700.006664963
1971,422710.076567861
1972,373028.108070498
1973,258811.544216059
1974,318565.103896322
1975,495727.76834772
1976,270127.150449859
1977,357692.159145813
1978,342177.891820147
1979,327940.577809054
1980,200821.316704453
1981,349923.323952962
1982,222817.586996965
1983,205483.642662077
1984,173735.544555935
1985,210363.977810647
1986,210909.617597675
1987,184870.988401312
1988,178046.653280653
1989,195803.90911893
1990,218200.311110971
1991,230583.562018474
1992,214000.459718013
1993,168081.980406291
1994,235640.5178826
1995,187251.190211913
1996,263309.860570626
1997,297520.549873084
1998,340983.904854839
1999,258155.443660278
2000,315339.832153222
2001,262138.917579582
2002,235986.910152925
2003,255452.953588088
2004,283661.148876334
2005,209855.650886309
2006,213444.975551033
2007,242734.601517921
2008,215022.083512329
2009,190418.322043515
2010,193323.344287403
2011,137736.224236021
2012,174754.990055676
2013,176975.498428857
2014,181849.489629027
2015,200969.97441042
2016,190143.82833137
2017,194421.802311052
2018,120684.058356376
2019,137774.724111746
2020,105738.412737905
2021,105911.99031706
2022,175636.379140335
2023,143369.661351261
2024,244221.850431356
2025,358550.797048634
2026,175620.995820017
2027,151823.203161204
2028,153038.336748237
2029,167167.070986549
2030,267558.481128831
2031,226963.668700917
2032,240532.03075452
2033,261949.697030548
2034,171102.503405081
2035,213203.266754316
2036,195232.717616409
2037,205208.472288915
2038,307394.994780362
2039,216527.181187528
2040,314639.35186432
2041,283641.13188597
2042,190547.341638315
2043,169904.124762647
2044,166682.546219654
2045,221464.819190103
2046,146004.789915828
2047,146412.527364668
2048,134085.383478746
2049,142601.345678658
2050,179314.127184538
2051,103085.479989226
2052,120006.134186275
2053,145906.190658702
2054,93970.2838967476
2055,163890.920517427
2056,142260.093499103
2057,112452.565974259
2058,225073.501115604
2059,131340.105233668
2060,167361.262082248
2061,173064.629365422
2062,132972.110756147
2063,118611.657725869
2064,142605.71647574
2065,117678.730553392
2066,165278.336115761
2067,111145.952682704
2068,145890.100141306
2069,89196.3857609158
2070,119626.106756634
2071,96313.2990154364
2072,137555.439851152
2073,135163.201407826
2074,184469.412425818
2075,143794.919784009
2076,120891.380585849
2077,158266.949846143
2078,128308.265938746
2079,129267.460209602
2080,123424.978105103
2081,128644.976961084
2082,115107.853342213
2083,147699.457905471
2084,114531.362426987
2085,118646.699256745
2086,106071.98263056
2087,121081.647987132
2088,98453.9601097618
2089,82729.8002108353
2090,134764.887790821
2091,110757.072005962
2092,127506.975708405
2093,123575.951450919
2094,120960.593969237
2095,148482.25189427
2096,86012.6226412729
2097,101262.855235254
2098,145792.450366023
2099,57701.3851077289
2100,76430.2922005802
2101,110760.118372929
2102,126153.202223454
2103,100844.806052603
2104,131619.755428296
2105,124447.071350937
2106,70987.4029571083
2107,200668.106915936
2108,115615.857536987
2109,111001.250958969
2110,128418.335413185
2111,140854.829878338
2112,135859.171659544
2113,115850.823896858
2114,114317.160491846
2115,154868.059338338
2116,116198.545978614
2117,139503.420837217
2118,117207.439615905
2119,110034.282364916
2120,112035.442984286
2121,93016.3689032652
2122,105186.824467524
2123,84610.4832512569
2124,165687.946863711
2125,125967.786566136
2126,143097.716618438
2127,158586.458535125
2128,129502.761647523
2129,99003.9288938102
2130,131996.745630143
2131,155816.404693511
2132,117560.518278284
2133,118893.178863383
2134,120382.563100668
2135,100342.818276572
2136,73003.4195912599
2137,101453.159196655
2138,128413.858963636
2139,149805.844696117
2140,141154.924854295
2141,138313.698578779
2142,127958.223525766
2143,147580.956560595
2144,123013.62070114
2145,139125.275626797
2146,159389.286955356
2147,142004.373533853
2148,138528.564018701
2149,145342.571343236
2150,214180.188317162
2151,126963.352641981
2152,174101.491018191
2153,163992.714208652
2154,104412.223704657
2155,137640.137480613
2156,259429.795876251
2157,232384.176368928
2158,237012.731509943
2159,212742.54404398
2160,185613.342669143
2161,242311.131612987
2162,412843.0621746
2163,353588.360081866
2164,250326.600380344
2165,184749.382770339
2166,154083.280804327
2167,211663.10951234
2168,197934.995957382
2169,195638.436521299
2170,220486.678888069
2171,146332.372551114
2172,130779.948934841
2173,160015.787627212
2174,235176.142637476
2175,309613.332042061
2176,312610.451967746
2177,253616.400870111
2178,218059.342071761
2179,138980.14988892
2180,200732.732835408
2181,191568.671884114
2182,226622.942487514
2183,188422.89283355
2184,119998.513296716
2185,118659.315705868
2186,152203.336408597
2187,154422.146909818
2188,160821.485349898
2189,272350.157707701
2190,84841.9404547426
2191,82781.2415818264
2192,88483.9253086255
2193,111830.189742241
2194,109812.942341384
2195,114061.930829824
2196,100563.28995389
2197,124010.554821852
2198,162526.686572615
2199,179482.005785233
2200,131122.356185535
2201,129037.800363022
2202,200656.894486244
2203,132546.491309206
2204,176479.825421936
2205,110243.48330107
2206,125306.35264154
2207,220774.189279843
2208,248217.7423527
2209,219473.875270219
2210,117796.513669172
2211,119705.90446386
2212,118880.057188219
2213,101690.36916686
2214,130971.670890449
2215,102547.331364908
2216,145320.563942602
2217,71830.0166334567
2218,80757.1857260732
2219,75867.0318942383
2220,78837.5319860238
2221,292017.737765028
2222,243776.447395193
2223,291128.463581039
2224,217689.323094223
2225,126242.611132059
2226,184586.146205314
2227,202497.809502387
2228,262949.563332609
2229,262628.833427176
2230,152431.88783437
2231,222079.904565285
2232,171479.113736342
2233,172334.6513877
2234,231474.629376246
2235,208733.519058859
2236,275811.340452426
2237,339484.566241082
2238,202351.045191305
2239,113536.689400105
2240,152506.049492903
2241,142800.844655639
2242,130655.644125002
2243,131495.629020626
2244,100964.32751688
2245,97863.7620211388
2246,146120.692719092
2247,110998.080106017
2248,125620.988711022
2249,126541.22170876
2250,133424.377873852
2251,122154.508141993
2252,187299.554618275
2253,159330.626942285
2254,175982.699923431
2255,184821.368469158
2256,182137.332360382
2257,203595.884028623
2258,167774.1528388
2259,174435.567898708
2260,150067.350192638
2261,171583.305187758
2262,207532.524668875
2263,344194.925167623
2264,454530.045559778
2265,175284.680218706
2266,274097.074499672
2267,363383.903273802
2268,380233.466946127
2269,146683.441702425
2270,191848.187924658
2271,232905.240098055
2272,197922.936351262
2273,161518.936449602
2274,173324.616603014
2275,162162.089141468
2276,185108.737503056
2277,187273.396293033
2278,152799.915375369
2279,123417.940739634
2280,120601.446449296
2281,167891.569131467
2282,184615.799133541
2283,103748.535166953
2284,108994.897450287
2285,145571.837471123
2286,126726.767949524
2287,346765.552662443
2288,273148.477663927
2289,382296.034129578
2290,452202.545010692
2291,325166.498613815
2292,397146.279458125
2293,478191.624808791
2294,393555.666675534
2295,478307.58164998
2296,291144.764423363
2297,313773.570954426
2298,310297.466075208
2299,378134.891273546
2300,323987.607738997
2301,285322.546533196
2302,240953.423287351
2303,237254.955553336
2304,255418.30940235
2305,191830.789145071
2306,184697.690918722
2307,189943.586040223
2308,218359.20956381
2309,268228.631225738
2310,213816.042535383
2311,205081.219449775
2312,167744.940640808
2313,173715.918362656
2314,180449.388723083
2315,184047.197684517
2316,198919.982819426
2317,183869.655832794
2318,182706.294756702
2319,186376.264397034
2320,190317.567394663
2321,238547.43842872
2322,182496.014927698
2323,186252.123196526
2324,176375.926179301
2325,219167.946168115
2326,170599.972812828
2327,210851.376258979
2328,224997.681252045
2329,186152.811807773
2330,175222.457764521
2331,363130.700810253
2332,390785.522921347
2333,320030.566893378
2334,254659.169654437
2335,257258.029455591
2336,329075.831876271
2337,199252.212080539
2338,277762.942894163
2339,215766.934177901
2340,409606.408315023
2341,211257.874503062
2342,230755.577552385
2343,219342.410017098
2344,214389.115192989
2345,239996.478893399
2346,208937.094638871
2347,195136.470697461
2348,230598.707634317
2349,171081.244898891
2350,286993.293708869
2351,250692.807906781
2352,250872.610691385
2353,247731.623151401
2354,137462.50102625
2355,151808.688098064
2356,149639.960474055
2357,194775.384806197
2358,195032.682100423
2359,127195.821242962
2360,117219.391754186
2361,144789.915701387
2362,278411.049165272
2363,130769.523176626
2364,153430.387729877
2365,220475.176225565
2366,195328.501014319
2367,226375.094457973
2368,212583.386334138
2369,215596.127793829
2370,167581.445719726
2371,164256.198262913
2372,183900.202295569
2373,267626.858397623
2374,304322.956111461
2375,244400.66538596
2376,295188.380636554
2377,364240.871451017
2378,143170.746661786
2379,200484.839207939
2380,147007.783688008
2381,164698.815852909
2382,201821.33182766
2383,208073.365517667
2384,253311.41423793
2385,159777.144518438
2386,135704.437828285
2387,137235.552263023
2388,98399.9566797351
2389,131337.292410094
2390,146259.435232043
2391,141223.328774003
2392,117674.723888352
2393,170739.151856514
2394,136815.358562398
2395,206264.197821466
2396,143800.378537982
2397,230591.614558168
2398,130066.865291407
2399,64764.7018378427
2400,61975.9541073895
2401,117885.890679401
2402,131062.582574578
2403,140948.684032183
2404,142865.581756486
2405,160153.535853371
2406,145134.010498035
2407,121881.356183197
2408,137770.180853468
2409,120947.200220081
2410,173756.273884825
2411,120233.188062258
2412,151947.384556095
2413,132291.902336862
2414,147908.098705191
2415,135983.938109352
2416,128666.650648902
2417,132974.762797037
2418,134979.494755242
2419,126656.03734076
2420,127083.101396889
2421,147908.408035924
2422,111375.332160679
2423,112480.444364355
2424,164091.179894517
2425,199878.323492575
2426,134984.003924085
2427,135244.395478696
2428,173703.358302641
2429,110359.870716267
2430,134624.974997116
2431,111860.766517832
2432,143626.185064809
2433,141661.25847675
2434,138754.188477799
2435,157583.045278559
2436,105260.858077809
2437,107115.743382851
2438,121090.276128594
2439,106554.830400352
2440,124103.886389053
2441,99202.3066976712
2442,104564.179143797
2443,124737.521183811
2444,129548.740704918
2445,84587.2372055677
2446,127265.668770314
2447,184949.931964091
2448,133347.020850053
2449,109417.48429297
2450,145014.258162372
2451,125478.596001932
2452,210545.018738436
2453,94787.6156679781
2454,120619.346444532
2455,123043.505680202
2456,132345.378922838
2457,124974.662982975
2458,118197.930018142
2459,107318.670355658
2460,133472.962231797
2461,119239.890500096
2462,127362.444965406
2463,121032.098579144
2464,166294.84599254
2465,139510.575504023
2466,110230.110538514
2467,139356.014601623
2468,80273.6862307239
2469,78723.6479174174
2470,184480.325752483
2471,202975.23701731
2472,168748.381798134
2473,116463.314998862
2474,78771.5204175517
2475,226479.200560471
2476,110231.633359228
2477,124852.576029435
2478,158822.56288237
2479,103847.701380814
2480,146689.119275881
2481,122584.356985374
2482,129474.18728682
2483,113856.289882624
2484,125480.421590755
2485,124569.269556056
2486,152686.289636695
2487,174218.966993082
2488,165692.230106927
2489,156189.972678466
2490,147288.805502988
2491,94965.5280577132
2492,179724.044417893
2493,149099.43674804
2494,165184.722655472
2495,94716.3315197532
2496,245146.281369703
2497,156160.999823536
2498,115178.56120922
2499,98526.7181836711
2500,129216.070973415
2501,135396.386426012
2502,150276.210637294
2503,99755.6494529295
2504,184665.157533945
2505,224429.874684277
2506,258038.364701983
2507,305426.363144548
2508,259334.202049909
2509,213546.918991568
2510,221757.961025576
2511,180112.164132288
2512,201868.71611819
2513,218065.061766521
2514,237687.805684661
2515,150596.425226082
2516,169649.946316842
2517,140366.264002255
2518,149201.749975773
2519,220082.358232544
2520,211024.452911418
2521,192004.153032793
2522,223494.322668995
2523,122566.095882694
2524,134378.846270101
2525,146762.785688496
2526,137814.920013638
2527,114757.759060948
2528,129848.253384432
2529,133922.377942179
2530,121595.355989504
2531,245160.204937699
2532,230284.408834924
2533,194278.116325899
2534,229590.372574263
2535,309999.601746226
2536,243324.808362934
2537,233257.471496051
2538,190075.675844201
2539,188616.005924115
2540,180526.64837339
2541,185611.307966402
2542,163629.249644564
2543,122323.097756482
2544,128494.522251008
2545,138934.1758897
2546,141999.476986326
2547,143987.774553705
2548,155382.079966411
2549,162730.409178335
2550,878446.857947265
2551,138881.099871832
2552,128711.550709843
2553,75462.9657236544
2554,96207.7064620843
2555,124397.9360844
2556,105380.837177666
2557,111879.173645207
2558,156043.643917385
2559,128751.489387864
2560,135426.342049525
2561,139559.919306444
2562,127200.124262868
2563,143919.185611935
2564,180303.26412506
2565,127964.12957148
2566,148441.263574276
2567,125771.881041159
2568,189485.300833665
2569,204327.613972152
2570,115282.045470922
2571,176748.830938262
2572,155531.143134647
2573,211822.998687592
2574,269550.145660071
2575,130437.310738847
2576,116749.275718539
2577,135919.088763901
2578,91293.743954136
2579,68367.5607379459
2580,103069.173247401
2581,112334.999406841
2582,117833.682424434
2583,283447.857297204
2584,175380.596720409
2585,182012.243799045
2586,225622.489404142
2587,208890.030878547
2588,148428.677303847
2589,150132.860051161
2590,213940.952968655
2591,227504.328626957
2592,226101.636848428
2593,249478.087454112
2594,180670.280095979
2595,194657.775648259
2596,316906.426159686
2597,176909.330555774
2598,279214.613456799
2599,318103.721154652
2600,137536.55639549
2601,143969.530449528
2602,86546.9747634395
2603,92159.5603934113
2604,89350.0544518767
2605,80316.1651604801
2606,147657.202791449
2607,193153.209713528
2608,214426.650787226
2609,165327.169569506
2610,113434.950805884
2611,119194.117648052
2612,159561.704263269
2613,129445.917042469
2614,124524.320023806
2615,151507.638902127
2616,147766.345670065
2617,188527.509225292
2618,210283.881156073
2619,205493.455666658
2620,181717.38837869
2621,178242.430885575
2622,178565.096524696
2623,253645.967069343
2624,299757.101348962
2625,304906.800531524
2626,165840.629477631
2627,160256.860328372
2628,446449.409817183
2629,462620.73389222
2630,342147.255064442
2631,478246.502401074
2632,392837.299515537
2633,294917.898619571
2634,377769.933531364
2635,158371.984427951
2636,174500.733754565
2637,169958.08340867
2638,265515.597526061
2639,190753.395517957
2640,150345.601493292
2641,104378.184409238
2642,186855.230229367
2643,106998.829095229
2644,131718.637557887
2645,104957.253863821
2646,96489.8716861453
2647,99852.9229832157
2648,139369.238294816
2649,147868.355325722
2650,143482.624965702
2651,137606.396752449
2652,444810.813707086
2653,246478.293035373
2654,253136.829809859
2655,373711.687021114
2656,321972.665919971
2657,338858.459610509
2658,280868.634487124
2659,293381.813368173
2660,344415.629121116
2661,346213.455687024
2662,347187.70861725
2663,282584.115706544
2664,257920.732437643
2665,318054.082163652
2666,272825.991414529
2667,174796.042283045
2668,186522.12827446
2669,180023.464661261
2670,293080.965496322
2671,191616.328352702
2672,194728.591685025
2673,203684.470255251
2674,196242.749148429
2675,169168.370456793
2676,191664.661292425
2677,200142.777732066
2678,268304.964077466
2679,274817.371052132
2680,282564.628676545
2681,401359.536247904
2682,319976.969150702
2683,486220.305988419
2684,304656.092155058
2685,336572.248657963
2686,266910.307807217
2687,306814.395444255
2688,218844.049798758
2689,205199.557518119
2690,465131.993455921
2691,183742.262920155
2692,137875.415075407
2693,198616.802970363
2694,137581.58972494
2695,192254.457631128
2696,186911.303633294
2697,186464.069261881
2698,184744.283424467
2699,175985.440325049
2700,156661.366064846
2701,150783.000017724
2702,108754.578655594
2703,123077.127417378
2704,142446.354442666
2705,119506.687839664
2706,110555.61685336
2707,120528.521369874
2708,137078.554944107
2709,104153.66460587
2710,126195.133762149
2711,288587.507851181
2712,375324.982891859
2713,173710.307922483
2714,150191.280006222
2715,170748.304109911
2716,152423.507081329
2717,185548.036068644
2718,221750.126734195
2719,148745.348094449
2720,167588.673606233
2721,134095.631930045
2722,152009.755216073
2723,142189.769474512
2724,121960.280928271
2725,130768.994225002
2726,152745.521315783
2727,181250.095418704
2728,172246.204883407
2729,146967.533183693
2730,145949.873068536
2731,128640.702564
2732,126922.221269472
2733,166077.317040692
2734,142917.022217303
2735,132461.219489567
2736,143788.702257128
2737,124961.840201661
2738,137057.176861081
2739,165035.929985314
2740,140335.908544887
2741,143362.87938609
2742,150685.314704607
2743,148081.45367515
2744,149114.595747183
2745,140694.311127281
2746,134187.908390694
2747,155016.748000147
2748,126881.994769063
2749,123580.280712127
2750,134192.569973003
2751,130234.91578422
2752,204444.780455134
2753,148371.957966408
2754,229223.320362128
2755,134488.302572501
2756,100954.731114398
2757,66884.8549849889
2758,89670.2485755293
2759,159104.036126815
2760,121193.901737226
2761,142142.554519988
2762,135673.108436842
2763,182189.371408851
2764,144419.854718097
2765,285336.451772657
2766,132776.040664353
2767,86432.5138223282
2768,128166.015169396
2769,128449.861943302
2770,148814.562800698
2771,111581.526906844
2772,112092.453059985
2773,151303.470685933
2774,142926.575615648
2775,120138.982277788
2776,139481.268578849
2777,145544.894516613
2778,116692.662163275
2779,114240.585155481
2780,94084.6370435774
2781,102082.165317286
2782,91672.8105953806
2783,94096.8532287633
2784,123383.405092159
2785,139535.590060516
2786,72855.3289363931
2787,124453.236375364
2788,78688.6568187117
2789,174853.679031421
2790,88976.5260041923
2791,109649.512826503
2792,62590.6390647358
2793,148299.253085931
2794,89066.7635650156
2795,120474.97288592
2796,101521.278053701
2797,205292.260103659
2798,101270.408450799
2799,118891.715504899
2800,69236.9530238958
2801,108361.127956179
2802,132088.796151602
2803,165638.008134568
2804,140791.174227548
2805,100861.653855317
2806,86612.1361848061
2807,160262.347959223
2808,145024.147590466
2809,134779.847136877
2810,125629.72304261
2811,158247.883195823
2812,152384.166736829
2813,150482.662573531
2814,157670.137922726
2815,106825.046653764
2816,246721.576841806
2817,145410.479523576
2818,131476.119828064
2819,162265.505193813
2820,137927.94854079
2821,107224.160151749
2822,190710.812199813
2823,333416.48821798
2824,176086.505108668
2825,140736.96467245
2826,140515.930170026
2827,145269.90850812
2828,206060.124856232
2829,205064.248456312
2830,244976.661717069
2831,174037.142318918
2832,258729.257908955
2833,283402.490915833
2834,218894.787392279
2835,211283.370806913
2836,193725.268505058
2837,154286.200684492
2838,150296.362246413
2839,172057.079863651
2840,198920.622611295
2841,201240.143997242
2842,223758.78375082
2843,143170.165745478
2844,159472.69901711
2845,127650.020186803
2846,206649.151945995
2847,195274.036175724
2848,220158.395144536
2849,206207.85085299
